"","gender","kage","k_read_irt","k_read1","k_read2","k_read3","k_read4","k_print","k_read_tht","k_math_irt","k_math1","k_math2","k_math3","k_math4","k_math_tht","k_gk_irt","k_gk_tht","f_mtr","g_mtr","P1LEARN","P1CONTRO","P1SOCIAL","P1SADLON","P1IMPULS","ars_lit","ars_mth","ars_gk","T1LEARN","T1CONTRO","T1INTERP","T1EXTERN","T1INTERN","height","weight","bmi","hisp","na_amer","asian","black","pac_isl","white","m_race","ses_c","ses_cat","poor","income","g8_read","g8_read_tht","g8_math","g8_math_tht","g8_sci","g8_sci_tht"
"2343",0,66.57,35.67,0.906,0.273,0.081,0.001,1,-0.97,25.31,0.993,0.669,0.072,0.002,-0.927,21.308,-0.339,5,6,3.33,2.4,4,1.75,3,2.48,2.34,2.95,3.33,3,2.4,1.6,1.25,44.5,44.5,15.8,2,2,2,1,2,2,2,-0.48,2,2,16500,197.4,1.721,147.36,1.499,89.59,1.096
"2344",-1,67.23,24.69,0.065,0.004,0.001,0,3,-1.882,21.8,0.976,0.376,0.017,0,-1.214,23.481,-0.191,8,3,3,2.4,3.33,1.25,1.5,2.79,3.33,3.23,2.17,3.67,3,1.2,1.25,45.25,45.5,15.79,2,2,2,2,2,1,2,-0.18,3,2,45000,150.33,1.028,134.16,1.261,87.16,0.963
"2345",-1,60.83,34.32,0.852,0.19,0.054,0.001,0,-1.065,24.54,0.991,0.61,0.053,0.001,-1.009,22.578,-0.252,3,6,2.83,3,2.67,2,1.5,2.04,2.42,2.26,1.83,3.5,3,1.4,1,44,46.5,16.89,2,2,2,2,2,1,2,0.98,5,2,68000,169.22,1.233,131.76,1.219,65.66,0.019
"2346",-1,73.67,85.4,1,1,0.997,0.978,3,0.703,43.45,1,0.993,0.931,0.236,-0.015,32.14,0.38,7,8,3.83,2.8,3.67,1.25,1,3.85,3.31,3.23,2.33,3,2.8,2.2,1,46.75,51.5,16.49,2,2,2,2,2,1,2,0.12,4,2,40000,205.17,2.046,160.69,1.813,106.69,2.698
"2347",0,66.97,30.08,0.519,0.047,0.013,0,1,-1.395,17.51,0.861,0.092,0.002,0,-1.6,19.57,-0.464,6,8,3,1.8,4,1.75,3,2.96,2.54,3.23,2.5,2,2.2,2.4,1.67,44.75,41.75,14.42,2,2,2,2,2,1,2,0.54,4,2,22000,198.94,1.774,143.88,1.433,84.38,0.823
"2348",-1,72.37,37.22,0.944,0.39,0.128,0.002,0,-0.863,36.47,1,0.973,0.712,0.054,-0.322,28.028,0.112,5,4,3.33,3,3.33,1.5,3,2.67,2.02,2,2.33,2.75,2,2.4,2,42.18,41,16.15,2,2,2,2,2,1,2,-0.09,3,2,40000,164.23,1.177,136.3,1.296,75.08,0.403
"2349",0,67.3,31.02,0.612,0.066,0.018,0,2,-1.298,23.39,0.987,0.513,0.034,0.001,-1.093,15.157,-0.817,4,6,3.67,2.4,4,2.5,3,2.86,2.67,2.95,2.5,2,2.4,2,1,44.5,41,14.56,2,2,2,2,2,1,2,0.01,3,2,37000,172.27,1.274,135.57,1.285,90.5,1.148
"2350",-1,79,29.84,0.496,0.044,0.012,0,1,-1.415,23.2,0.986,0.505,0.031,0.001,-1.105,30.018,0.239,6,6,3.33,2.6,2,2,1.5,1.9,2.45,2,1.83,2.25,2.6,2,1,46,54,17.75,2,2,2,2,2,1,2,0.41,4,2,50000,107.61,0.621,107.68,0.852,54.15,-0.405
"2351",-1,67.4,30.73,0.584,0.06,0.016,0,1,-1.313,30.07,0.998,0.887,0.283,0.009,-0.648,26.442,0.004,5,8,3.17,2.8,3.67,2,2,2.66,2.67,2.95,3.17,3.25,3.2,1.2,1.5,48.5,53,15.28,2,2,2,2,2,1,2,0.08,4,2,80000,181.19,1.394,147.17,1.496,98.79,1.705
"2352",0,67.77,36.54,0.929,0.336,0.105,0.002,3,-0.907,26.02,0.995,0.715,0.09,0.002,-0.904,18.141,-0.577,9,8,3,2.8,2.67,1.5,3,2.79,2.93,2.67,3.83,3.5,3.8,1,1.25,45,43,15.02,2,2,2,1,2,2,2,-0.57,2,2,17000,162.15,1.153,142.4,1.405,76.63,0.469
"2353",-1,67.7,30.37,0.548,0.052,0.014,0,0,-1.344,23.27,0.986,0.499,0.032,0.001,-1.1,15.748,-0.768,0,8,3.17,3,3.33,2,2.5,2.96,1,2.67,3.67,4,3.8,1,1.5,48,44,13.11,2,2,2,1,2,2,2,-0.59,2,1,15000,176.84,1.334,122.89,1.074,90.9,1.167
"2354",-1,66.23,34.29,0.849,0.188,0.053,0.001,3,-1.066,24.35,0.991,0.592,0.049,0.001,-1.021,22.39,-0.264,5,6,2.67,3,3.67,1.25,2,2.86,3.12,3.63,2.17,2.75,2.8,2,1.33,43.38,40.5,15.22,2,2,2,2,2,1,2,2.16,5,2,65000,200.62,1.831,164.81,1.957,107.02,2.777
"2355",0,62.77,23.29,0.018,0.001,0,0,0,-2.1,17.01,0.829,0.075,0.002,0,-1.652,16.037,-0.742,3,5,3.5,3,3.67,1,3,1.9,2.42,2.67,3,3.33,3.2,2,1.25,41.75,41.5,16.54,2,2,2,2,2,1,2,-0.09,3,2,70000,183.64,1.432,116.9,0.986,71.23,0.245
"2356",0,62,33.62,0.812,0.152,0.043,0,1,-1.113,25.01,0.993,0.644,0.062,0.002,-0.973,23.051,-0.221,6,8,2.67,3,3,1.25,2,2.96,2.79,2.95,3.5,4,4,1.2,1.75,45.5,48,16.39,2,2,2,2,2,1,2,0.23,4,2,50000,183.07,1.424,147.98,1.512,96.31,1.518
"2357",-1,70.7,32.88,0.768,0.123,0.034,0,3,-1.164,26.28,0.995,0.734,0.098,0.003,-0.884,31.314,0.323,4,3,3.67,2.4,3.33,1.75,3,3.15,3.77,3.65,3.17,2.25,2.8,2,1.75,45.5,45.75,15.62,2,2,2,2,2,1,2,1.75,5,2,1e+05,184.01,1.439,140.36,1.367,93.07,1.295
"2358",0,66.23,27.11,0.224,0.014,0.004,0,2,-1.627,12.04,0.132,0.003,0,0,-2.382,8.583,-1.619,2,3,2.83,1.4,3.67,2.25,2,1.02,1,1.02,1.83,4,2.4,1,3.75,43.38,41.5,15.51,2,2,2,2,2,1,2,-0.71,1,2,12000,121.05,0.75,83.99,0.526,42.91,-0.938
"2359",0,65.87,44.31,0.994,0.856,0.538,0.031,3,-0.39,43.67,1,0.994,0.936,0.249,-0.007,15.8,-0.761,9,7,4,3.4,3.33,1.5,1.5,2.67,4.49,4.92,2.67,2.25,2.6,2,2.25,45,52.25,18.23,2,2,1,2,2,2,2,1.95,5,2,120000,189.07,1.525,165.67,1.993,105.23,2.42
"2360",-1,74.57,61.44,1,0.993,0.959,0.653,3,0.235,25.8,0.994,0.7,0.085,0.002,-0.934,33.521,0.47,1,8,2.67,2.4,3.67,1,2.5,4.04,4.09,4.19,3.17,3.25,3.2,2,1,44.5,46.75,16.51,2,2,1,2,2,2,2,1.12,5,2,72000,169.22,1.233,112.73,0.918,81.73,0.698
"2361",-1,73.97,44.16,0.994,0.85,0.528,0.03,3,-0.429,48.54,1,0.997,0.978,0.489,0.175,34.533,0.541,5,7,3,2.8,2.67,1.25,1.5,2.58,2.34,1.54,3,3.75,3.6,1,1.5,42.25,39,15.27,2,2,2,2,2,1,2,-0.29,3,1,7600,202.45,1.905,168.23,2.127,102.37,2.051
"2362",-1,64.8,27.23,0.234,0.015,0.004,0,3,-1.616,15.93,0.721,0.043,0.001,0,-1.763,16.594,-0.698,3,8,3.33,2.6,3.33,1.25,1.5,2.04,1.72,1.02,1.83,2.5,2,1.8,1.25,45.75,45.28,14.95,2,2,1,2,2,2,2,-0.01,3,2,17000,165.13,1.188,120.01,1.032,87.1,0.96
"2363",0,70.07,32.49,0.736,0.106,0.03,0,1,-1.193,22.97,0.985,0.477,0.028,0.001,-1.125,18.107,-0.577,5,8,3.5,2.2,4,1.25,3.5,3.05,3.44,2.95,3,3.5,3.2,1,2.5,45,41.5,14.32,2,2,2,1,2,2,2,0.26,4,1,10000,126.6,0.803,87.91,0.557,52.53,-0.466
"2364",0,68.97,31.84,0.685,0.087,0.024,0,3,-1.274,21.93,0.977,0.388,0.018,0,-1.206,18.941,-0.515,2,8,3.33,2.4,2.67,1.25,2,2.58,3.66,3.65,4,4,4,1,1.25,41.5,40.5,16.74,2,2,2,1,2,2,2,-0.38,2,1,28000,134.51,0.879,90.82,0.621,74.4,0.374
"2365",0,71.53,43.5,0.993,0.823,0.485,0.024,3,-0.432,40.8,1,0.989,0.879,0.141,-0.129,20.386,-0.407,8,8,3.5,4,3.33,1.25,1,3.15,3.41,3.44,3.17,3,2.8,1.6,1,43.63,40,14.78,2,2,2,1,2,2,2,-0.65,1,1,5000,181.54,1.4,150.54,1.565,97.53,1.605
"2366",-1,77.93,31.18,0.631,0.071,0.019,0,1,-1.327,20.2,0.955,0.241,0.008,0,-1.354,30.965,0.301,7,8,2.17,3.2,3,2,1,2.66,3.06,3.44,2.83,3.25,3.8,1.4,1.5,45,52,17.97,2,2,1,2,2,2,2,0.35,4,2,71000,179.87,1.376,101.45,0.766,97.12,1.574
"2367",0,76.03,33.4,0.801,0.144,0.04,0,2,-1.13,25.14,0.993,0.656,0.066,0.002,-0.965,20.291,-0.414,4,8,3,2.8,3.67,1.25,1.5,2.58,2.45,2.26,2.83,3,3,2,1.33,43,40.5,15.4,2,2,2,1,2,2,2,-0.39,2,1,16000,151.27,1.038,137.73,1.322,70.74,0.222
"2368",0,70.6,39.09,0.97,0.545,0.208,0.005,3,-0.739,24.73,0.992,0.626,0.057,0.001,-0.993,23.884,-0.164,7,8,3,3.6,3,1.25,1,3.05,3.26,3.98,3.5,2.75,3.2,1,1,43.75,42,15.34,2,2,2,2,2,1,2,-0.16,3,2,47000,199.57,1.786,168.29,2.132,103.6,2.196
"2369",-1,68.93,34.14,0.842,0.179,0.051,0.001,2,-1.072,26.92,0.996,0.766,0.121,0.003,-0.851,23.112,-0.216,4,7,3.33,2.4,4,2,3,3.05,3.77,3.63,3.5,3.75,3.6,1,1,45.25,47,16.22,2,2,2,1,2,2,2,0.05,3,2,80000,197.13,1.711,151.11,1.58,99.25,1.748
"2370",0,63.7,26.86,0.206,0.013,0.004,0,2,-1.65,18.57,0.911,0.139,0.004,0,-1.505,22.867,-0.234,3,4,2.67,2.6,2,1.75,1.5,2.04,2.29,2.26,3,3.25,3,1,1,48.25,60,18.16,1,2,2,2,2,2,2,0.19,4,2,45000,164.79,1.183,112.85,0.924,67.42,0.097
"2371",0,72.7,26.93,0.209,0.013,0.004,0,2,-1.642,19.82,0.947,0.215,0.007,0,-1.389,12.482,-1.077,7,7,2.83,1.4,2,1.5,2.5,2.86,2.59,2.67,3.4,3.5,3.6,1.6,1.75,43.5,38.5,14.3,2,2,2,1,2,2,2,-0.96,1,1,12000,116.25,0.706,148.19,1.518,70.21,0.199
"2372",-1,70.43,35.73,0.907,0.278,0.084,0.001,3,-0.967,28.73,0.998,0.846,0.202,0.006,-0.73,25.48,-0.057,8,4,3,2.2,3.33,1.5,4,2.67,2.34,3.44,3.83,3.67,4,2,1.25,44.25,42,15.08,2,2,2,2,2,1,2,0.23,4,2,50000,169.39,1.238,151.95,1.596,86.78,0.942
"2373",0,65.43,57.01,1,0.987,0.928,0.444,3,0.105,39.31,1,0.985,0.834,0.105,-0.203,16.074,-0.74,7,8,3,3,3,1.5,2,3.85,3.19,3.65,3.33,2.75,3,1.8,1.25,45,45.5,15.8,2,2,1,2,2,2,2,1.17,5,2,82000,190.47,1.553,170.09,2.268,102.62,2.095
"2374",0,70.7,37.45,0.947,0.409,0.136,0.002,3,-0.848,41.13,1,0.989,0.89,0.155,-0.119,37.112,0.724,8,8,4,3.2,3.67,1,1,4.32,3.99,4.63,4,4,4,1,1.5,42,37,14.75,2,2,2,2,2,1,2,1.66,5,2,120000,199.44,1.789,161.91,1.852,95.44,1.45
"2375",0,74.1,43.15,0.992,0.804,0.461,0.021,2,-0.473,33.62,0.999,0.949,0.532,0.026,-0.45,34.388,0.528,7,6,3.33,2,3.33,1.75,1.5,2.77,2.67,3.92,4,4,3.4,1,1,45.25,45.5,15.76,2,2,2,2,2,1,2,-0.31,3,2,70000,202.46,1.905,141.73,1.393,98.24,1.666
"2376",-1,71.97,51.33,0.999,0.967,0.842,0.195,3,-0.099,41.46,1,0.99,0.897,0.164,-0.105,35.223,0.581,5,8,3.33,2.6,4,1.5,1,3.46,4.09,4.33,3.67,2.5,2.2,2,2.25,43.75,52,19.07,2,2,2,2,2,1,2,1.01,5,2,5e+05,189.22,1.526,154.3,1.648,87.96,1.008
"2377",-1,73.83,34.83,0.873,0.219,0.063,0.001,3,-1.033,27.84,0.997,0.813,0.16,0.005,-0.788,27.982,0.109,6,7,3.5,2.8,3.67,1.25,1.5,2,2.11,2,3,3.25,2.8,1,1.25,43.5,47.5,17.46,1,2,2,2,2,2,2,1.06,5,2,75000,183.35,1.427,154.1,1.641,97.38,1.597
"2378",0,65.1,45.19,0.996,0.878,0.589,0.041,3,-0.352,35.73,1,0.968,0.669,0.045,-0.369,25.158,-0.076,5,6,3.67,2.4,4,1.25,2.5,3.14,2.45,2.46,3.5,3,2.6,2,1,42,42,17.04,2,2,2,2,2,1,2,0.03,3,2,40000,171.63,1.266,167.23,2.071,91.73,1.216
"2379",-1,74.83,27.37,0.248,0.016,0.005,0,2,-1.608,12.74,0.224,0.006,0,0,-2.232,26.999,0.044,7,6,4,1.8,4,1.75,2.5,2.48,2.42,2.46,2.5,3,3.4,1,1.25,44.75,50,17.65,2,2,2,2,2,1,2,0,3,2,54000,108,0.625,86.7,0.558,73.41,0.337
"2380",-1,69.77,25.6,0.111,0.007,0.002,0,0,-1.775,22.15,0.979,0.405,0.02,0.001,-1.189,17.432,-0.63,8,5,2.33,3,3.33,1.5,1.5,2.28,2.23,2.94,2.5,4,3.4,1,1.5,47.75,58.5,17.74,2,2,2,1,2,2,2,0.03,3,2,56000,125.13,0.793,99.84,0.745,82.5,0.731
"2381",0,63.2,34.8,0.871,0.218,0.062,0.001,1,-1.027,27.68,0.997,0.805,0.152,0.004,-0.803,20.303,-0.414,6,2,3.5,2.6,1.67,1.75,1,2.16,1.55,1.02,2.83,3.25,3,1,1.75,42,38,15.15,1,2,2,2,2,2,2,-0.59,2,2,25000,168.83,1.23,160.54,1.809,103.77,2.21
"2382",-1,63.67,33.74,0.821,0.16,0.045,0,2,-1.147,27.44,0.997,0.795,0.142,0.004,-0.81,23.818,-0.17,5,5,3,3,4,1.25,2,3.35,3.03,3.92,3.67,3,3.6,1.2,2.25,48,72,21.58,2,2,2,2,2,1,2,0.95,5,2,150000,186.06,1.47,137.4,1.317,89.2,1.072
"2383",0,68.43,38.54,0.964,0.499,0.182,0.004,3,-0.771,22.75,0.983,0.456,0.026,0.001,-1.144,19.109,-0.496,8,7,2.67,3.2,2.67,1,1.5,2.42,3.06,2.95,2.33,3.25,3,1.8,2,43,39.5,14.92,2,2,2,2,2,1,2,0.22,4,2,60000,171.42,1.262,157.58,1.725,101.83,1.992
"2384",-1,64.47,31.27,0.634,0.073,0.02,0,0,-1.283,20.73,0.963,0.284,0.01,0,-1.301,14.355,-0.892,4,8,3,3,3.67,1.25,1.5,2.55,2.9,1.75,2.17,2.5,1.8,2,2,43.45,39.5,14.68,2,2,2,1,2,2,2,-0.47,2,2,33000,154.17,1.071,125.69,1.121,76.16,0.447
"2385",0,74,43.35,0.993,0.817,0.477,0.023,1,-0.462,28.14,0.997,0.824,0.174,0.005,-0.77,26.22,-0.009,5,8,3.33,3.4,3.33,1,2,4.17,3.88,3.92,3.67,2.5,3,1,1.25,44.5,43,15.35,1,2,2,2,2,2,2,-0.47,2,2,35000,125.73,0.797,114.56,0.952,73.67,0.346
"2386",-1,73.6,27.52,0.262,0.017,0.005,0,2,-1.59,23,0.985,0.48,0.029,0.001,-1.125,39.047,0.86,5,8,3.33,3,3.67,1.5,2,3.46,3.77,4.19,3.83,4,3.6,1.8,1,46.9,41,12.51,2,2,2,2,2,1,2,-0.38,2,2,35000,179.99,1.376,101.45,0.766,91.73,1.217
"2387",-1,68.63,42.36,0.99,0.766,0.406,0.016,2,-0.519,28.98,0.998,0.855,0.219,0.007,-0.72,31.715,0.349,8,8,3.33,2,3.33,2.25,2,2.28,2.15,2,3,2.5,2.6,1.2,1,41.5,35.5,14.77,2,2,2,2,2,1,2,-0.26,3,2,45000,190.79,1.559,152.52,1.607,100.96,1.904
"2388",0,68.1,41.8,0.988,0.737,0.373,0.013,3,-0.568,25.81,0.994,0.699,0.085,0.002,-0.923,31.12,0.31,5,8,3.33,2.8,3.67,1.5,2,3.15,3.33,3.63,3.5,4,3.6,1,1.25,48.25,58.25,17.74,1,2,2,2,2,1,2,0.75,5,2,50000,192.25,1.591,165.6,1.992,101.14,1.922
"2389",0,66.2,37.74,0.953,0.433,0.146,0.003,3,-0.822,27.41,0.997,0.792,0.141,0.004,-0.815,18.87,-0.517,8,4,3.67,3,3.67,1.25,2.5,1.9,1.33,1.31,3.5,4,3.6,1,1.25,45.25,48,16.48,2,2,2,2,2,1,2,-0.39,2,1,14400,171.84,1.267,140.51,1.369,62.5,-0.099
"2390",0,73.6,51.24,0.999,0.966,0.837,0.182,3,-0.092,55.96,1,0.999,0.994,0.759,0.443,45.715,1.425,9,8,3.17,2.8,3.33,2,1,4.04,5,4.92,4,3.75,3.8,2.4,1.25,51.88,63.5,18.08,2,2,2,2,2,1,2,1.43,5,2,110000,208.75,2.402,166.95,2.055,106.84,2.73
"2391",-1,67.4,38.87,0.968,0.53,0.197,0.004,3,-0.747,41.6,1,0.99,0.901,0.169,-0.1,32.604,0.408,4,6,3.83,2.8,3.33,2,2,2.67,1.99,2,2.17,3,3,2,2,45,76,26.91,2,2,2,2,2,1,2,-0.21,3,2,62000,182.6,1.416,167.71,2.095,105.44,2.467
"2392",0,70.63,25.77,0.123,0.007,0.002,0,0,-1.753,18.38,0.904,0.128,0.003,0,-1.521,37.388,0.733,7,4,3.17,2.8,4,1.25,2,3.46,2.56,2.28,4,4,3.6,1,1.5,44.13,42.5,15.43,2,2,2,2,2,1,2,1.24,5,2,58000,181.12,1.394,136.92,1.307,92.98,1.292
"2393",-1,73,32,0.699,0.092,0.025,0,3,-1.234,48.78,1,0.997,0.977,0.493,0.194,37.806,0.767,7,8,3.5,2.6,3,2.25,2,2.67,2.56,2.59,2.83,3.25,2.25,1.8,2.25,48.38,53.25,15.61,2,2,1,1,2,2,2,-0.26,3,2,32000,190.28,1.55,140.66,1.374,102.48,2.063
"2394",-1,64.67,34.43,0.856,0.196,0.055,0.001,1,-1.059,31.5,0.999,0.92,0.38,0.014,-0.588,25.296,-0.07,7,6,3,2.4,3,2,2.5,2.57,3.21,2.95,3.83,3.75,4,1.6,1.5,40.88,38,15.7,2,2,2,2,2,1,2,0.36,4,2,60000,196.16,1.688,160.66,1.813,102.37,2.051
"2395",-1,71.37,43.17,0.992,0.809,0.461,0.021,3,-0.48,43.03,1,0.993,0.926,0.214,-0.039,18.844,-0.517,9,8,2.33,2.8,2.33,1.75,2,3.46,3.88,4.63,3,3.25,3,1.2,1.25,48.5,73,22.9,1,2,2,2,2,1,2,-0.2,3,2,81000,195.09,1.657,150.31,1.561,94.98,1.423
"2396",-1,75.63,33.57,0.811,0.152,0.042,0,3,-1.118,28.71,0.998,0.847,0.204,0.006,-0.736,28.814,0.16,6,4,2.67,2.8,3.33,1.5,1.5,2.77,3.44,3.37,4,3.75,3.4,1,1,52,50,12.75,2,2,2,2,2,1,2,0.26,4,2,80000,183.88,1.436,162.73,1.879,106.44,2.646
"2397",-1,63.4,31.17,0.625,0.071,0.019,0,2,-1.281,28.26,0.997,0.829,0.181,0.005,-0.76,28.637,0.148,9,7,3.67,4,4,1,2,2.96,3.31,3.92,4,3,4,1.8,1,42,38.5,15.16,2,1,2,2,2,2,2,1.2,5,2,75000,200.68,1.834,170.12,2.274,105.4,2.457
"2398",0,71.63,44.29,0.994,0.853,0.537,0.031,3,-0.415,33.71,0.999,0.95,0.537,0.026,-0.452,27.887,0.1,7,8,3.5,3.2,4,1.25,1.5,3.45,3.31,3.44,4,4,4,1,1.5,42.75,41,16.06,2,2,2,2,2,1,2,0.26,4,2,70000,191.62,1.577,143.51,1.425,93.17,1.305
"2399",-1,64.4,26.75,0.196,0.012,0.004,0,0,-1.656,21.24,0.97,0.327,0.013,0,-1.263,16.783,-0.683,7,3,2.67,2.8,3,2,2,1.93,2.08,2,2.17,3,2.8,1.6,2,46.63,49.5,15.92,2,2,2,2,2,1,2,0.65,5,2,65000,140.97,0.943,112.7,0.923,80.9,0.661
"2400",0,66.9,82.45,1,0.999,0.996,0.974,3,0.652,37.88,1,0.98,0.781,0.076,-0.263,23.901,-0.161,9,8,3.83,3.2,4,1,1,4.74,4.42,4.63,3.67,3.67,4,1.6,1.25,46,49.5,16.45,2,2,2,1,2,1,2,0.55,4,2,1e+05,201.45,1.863,167.15,2.064,97.33,1.592
"2401",0,64.83,32.09,0.708,0.096,0.026,0,1,-1.222,25.64,0.994,0.692,0.08,0.002,-0.93,27.406,0.071,4,6,3.5,2.8,4,1.75,2,2.77,2.8,2.46,2.67,2.5,3,1.6,1.5,45,46.5,16.14,2,2,2,2,2,1,2,0.43,4,2,60000,183.06,1.423,144.51,1.445,95.56,1.465
"2402",0,62.27,35.21,0.889,0.242,0.071,0.001,3,-1.002,17.48,0.861,0.09,0.002,0,-1.62,14.421,-0.885,4,5,3,3,4,1.5,2,2.16,1.07,1.54,2.17,3,3,1.6,1.25,46.13,49.5,16.45,2,2,2,1,2,2,2,-0.39,2,2,18000,153.78,1.066,113.56,0.936,68.75,0.144
"2403",-1,62.37,43.36,0.993,0.819,0.479,0.023,3,-0.443,38.02,1,0.98,0.787,0.077,-0.236,18.547,-0.546,8,4,3.33,3.4,4,1.25,2,2.67,3.12,2.95,3.67,3.75,4,1.8,1.25,47.25,55,17.66,2,2,2,2,2,1,2,0.13,4,2,1e+05,164.3,1.177,144.42,1.442,82.85,0.75
"2404",-1,74.7,43.84,0.994,0.837,0.509,0.027,3,-0.443,48.54,1,0.997,0.978,0.483,0.177,39.514,0.896,9,8,3,3,3,1.75,2,2.28,2.45,2.67,3.67,3.75,3.4,1.8,1.25,46.75,54.5,17.88,2,2,2,2,2,1,2,1.01,5,2,68000,189.28,1.528,160.14,1.797,100.37,1.85
"2405",-1,67.2,24.81,0.071,0.004,0.001,0,1,-1.867,21.8,0.976,0.376,0.017,0,-1.219,17.549,-0.619,4,6,3.17,2.4,3.33,2,2.5,2.16,1.72,1.31,2.83,2.5,2.2,1.6,3.5,44,39.5,14.34,2,2,2,2,2,1,2,-0.51,2,2,30000,182.34,1.412,137.39,1.315,86.45,0.928
"2406",0,65,27.07,0.22,0.014,0.004,0,2,-1.633,24.49,0.991,0.606,0.052,0.001,-1.011,29.577,0.211,5,8,3.67,2.8,4,1.25,1.5,2.28,2.67,3.44,2.17,2.75,3.6,2,1.75,46,50,16.8,2,2,2,2,2,1,2,1.86,5,2,65000,176.2,1.324,129.42,1.181,80.41,0.636
"2407",0,72.2,45.68,0.996,0.893,0.621,0.048,3,-0.353,35.23,1,0.964,0.64,0.039,-0.376,29.336,0.196,7,8,2.67,2.8,3,1.25,2,3.05,3.55,3.44,3,3,2,1.6,1.75,44.5,43.25,15.27,2,2,2,2,2,1,2,0.64,5,2,150000,196.12,1.682,154.61,1.654,78.02,0.531
"2408",0,64.33,27.31,0.244,0.016,0.005,0,3,-1.607,21,0.967,0.307,0.012,0,-1.284,10.02,-1.363,6,5,3.17,3,3.67,1.25,3,2.04,2.02,1.75,3.33,3.5,3.4,1,1,45.75,47.25,15.79,1,2,2,2,2,2,2,0.01,3,2,50000,140.54,0.933,101.31,0.761,81.91,0.704
"2409",-1,74.73,37.15,0.943,0.384,0.125,0.002,3,-0.871,30.85,0.999,0.906,0.336,0.012,-0.62,28.833,0.165,8,8,3.5,2.6,4,1.25,1,3.15,3.11,3.92,3.5,4,4,1,1.25,45,43.25,14.93,2,2,2,2,2,1,2,1.96,5,2,150000,183.88,1.435,149.34,1.54,90.53,1.147
"2410",-1,73.77,33.56,0.81,0.152,0.042,0,1,-1.118,21.21,0.97,0.325,0.012,0,-1.265,12.23,-1.098,7,8,3,3,3.33,1.5,2.5,1.72,1.72,1.31,2.33,2.67,2.8,1.8,1.25,44,50.75,18.11,2,2,2,2,2,1,2,0.22,4,2,65000,160.08,1.131,152.04,1.599,82.35,0.726
"2411",-1,68.97,25.81,0.125,0.008,0.002,0,0,-1.752,21.52,0.973,0.349,0.015,0,-1.238,19.657,-0.459,5,5,3.67,2,4,2.5,2,2.48,2.15,2.46,3.17,3.5,2.8,1,1.25,44,49.75,17.98,2,1,2,2,2,2,2,0.27,4,2,32000,115.95,0.7,119.4,1.023,73.24,0.331
"2412",0,63.6,59.6,1,0.991,0.945,0.548,3,0.176,27.11,0.996,0.777,0.129,0.004,-0.834,24.326,-0.133,8,7,3.5,2.8,3.67,1.5,2,3.05,3.95,2.95,3.33,3.5,3.4,1,1.5,46,43,14.29,1,2,2,1,2,2,2,2.62,5,2,3e+05,197.74,1.733,160.24,1.8,97.52,1.605
"2413",-1,64.3,34.62,0.865,0.207,0.059,0.001,3,-1.04,40.24,1,0.987,0.865,0.131,-0.149,23.615,-0.181,8,8,3,3,4,2,1.5,3.12,3.23,3.23,3.83,2.75,2.8,1.8,1.25,43.1,41,15.32,2,2,2,2,2,1,2,2.12,5,2,140000,206.69,2.161,172.2,2.545,106.84,2.73
"2414",-1,63.9,61.88,1,0.993,0.959,0.679,3,0.219,24.5,0.991,0.608,0.052,0.001,-1.009,25.785,-0.04,7,6,3.17,2.4,3.33,1.25,2.5,3.85,4.11,4.63,3.5,2.75,3.4,1.2,1.25,42.5,42.5,16.54,2,2,2,2,2,1,2,1.1,5,2,190000,176.99,1.335,144.08,1.438,89.37,1.081
"2415",0,68.97,64.97,1,0.995,0.976,0.752,3,0.367,42.25,1,0.992,0.913,0.188,-0.062,32.186,0.38,9,6,2.5,2.8,3,1.5,1,3.25,3.48,3.44,3.5,3.5,3.8,1.4,1.25,44.63,52.5,18.23,2,2,2,2,2,1,2,0.38,4,2,50000,200.57,1.824,164.14,1.929,102.64,2.087
"2416",0,69.53,36.11,0.917,0.305,0.093,0.001,3,-0.939,23.86,0.989,0.553,0.042,0.001,-1.058,26.876,0.035,4,7,3.83,2.8,3.33,1.5,1.5,2.77,2.9,2.46,3,3,3.4,1.8,1.25,42,36,14.52,2,1,2,2,2,2,2,-0.03,3,2,14000,191.47,1.574,151.62,1.589,81.99,0.709
"2417",0,69.73,24.96,0.077,0.005,0.001,0,2,-1.849,20.58,0.961,0.273,0.01,0,-1.321,17.549,-0.62,3,8,3,2.6,3,1.25,1.5,1.74,1.33,1.02,2.33,2.25,2.4,1.75,2.75,44.13,45.75,16.71,2,2,2,2,2,1,2,-0.48,2,2,25000,176.61,1.329,153.71,1.633,87.68,0.987
"2418",-1,69.9,27.66,0.272,0.018,0.005,0,2,-1.584,18.2,0.896,0.12,0.003,0,-1.538,19.404,-0.481,5,8,3.33,3,3,1.5,1.5,3.53,4.66,4.92,4,4,3.8,1,1.25,41.5,38,15.51,2,2,2,2,2,1,2,1.09,5,2,140000,179.06,1.362,118.65,1.01,68.29,0.126
"2419",0,68.07,39.98,0.978,0.613,0.258,0.007,2,-0.637,20.73,0.963,0.284,0.01,0,-1.307,20.88,-0.372,7,8,2.67,3,1.67,1.5,2,1.9,2.11,2,2.83,3.33,3.2,1,2.5,49,78.5,22.46,1,2,2,2,2,2,2,-0.87,1,1,12500,160.8,1.139,128.52,1.165,90.57,1.148
